,일시,총발전량(kWh),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),합계 일사량(w/m2)
752,2019-07-23,5319,23.7,30.5,0.0,2.9,86.3,14.3,22.72,7.1,6311.111111111111
753,2019-07-24,1947,24.4,28.2,1.9,3.0,94.1,14.3,6.79,7.5,1886.111111111111
754,2019-07-25,766,0.0,25.9,0.0,0.0,0.0,14.2,0.0,8.8,0.0
755,2019-07-26,902,24.3,26.2,56.3,2.8,97.0,14.2,2.45,9.1,680.5555555555555
756,2019-07-27,3539,23.8,30.2,3.1,2.1,91.6,14.2,17.01,6.3,4725.0
757,2019-07-28,1405,24.5,27.1,20.9,3.5,96.8,14.2,5.07,9.0,1408.3333333333333
758,2019-07-29,5687,24.7,29.4,0.0,4.1,87.1,14.1,19.42,4.8,5394.444444444444
759,2019-07-30,5177,25.7,29.3,0.0,4.7,90.6,14.1,11.78,4.8,3272.222222222222
760,2019-07-31,1572,24.6,27.4,4.5,3.6,97.0,14.1,3.78,8.1,1050.0
761,2019-08-01,4496,25.0,30.6,1.1,2.7,89.5,14.0,20.9,6.3,5805.555555555556
762,2019-08-02,5663,0.0,32.3,0.0,0.0,0.0,14.0,0.0,3.0,0.0
763,2019-08-03,5666,23.1,34.3,5.6,1.2,79.5,14.0,21.75,5.4,6041.666666666667
764,2019-08-04,5430,23.7,32.5,0.0,1.2,77.4,13.9,19.45,5.8,5402.777777777777
765,2019-08-05,5513,23.3,34.4,0.0,1.5,76.5,13.9,19.6,4.9,5444.444444444444
766,2019-08-06,5928,24.6,34.7,0.0,1.5,67.5,13.9,23.48,7.0,6522.222222222223
767,2019-08-07,5288,24.8,31.2,0.0,1.9,82.8,13.9,21.1,6.8,5861.111111111111
768,2019-08-08,4033,25.3,32.2,0.0,1.4,80.4,13.8,18.94,6.9,5261.111111111111
769,2019-08-09,5517,24.1,33.5,0.0,1.1,79.3,13.8,20.39,4.8,5663.888888888889
770,2019-08-10,6286,24.8,36.3,0.0,2.0,67.8,13.8,23.82,5.0,6616.666666666667
771,2019-08-11,5206,24.4,35.1,23.3,3.2,65.1,13.7,20.5,8.1,5694.444444444444
772,2019-08-12,2351,24.3,30.3,66.5,2.4,93.1,13.7,8.66,8.3,2405.5555555555557
773,2019-08-13,5021,23.9,32.2,1.5,1.6,84.9,13.7,21.55,5.6,5986.111111111111
774,2019-08-14,6174,24.9,33.9,2.3,1.5,80.6,13.6,22.41,5.4,6225.0
775,2019-08-15,1731,24.0,27.4,2.0,1.5,89.0,13.6,7.82,7.3,2172.222222222222
776,2019-08-16,4612,23.3,29.9,0.0,2.2,85.0,13.6,19.07,5.1,5297.222222222223
777,2019-08-17,2651,19.9,28.1,2.7,2.4,87.6,13.5,11.62,4.5,3227.777777777778
778,2019-08-18,6257,18.6,28.8,0.0,1.3,77.5,13.5,21.9,3.5,6083.333333333333
779,2019-08-19,5729,18.5,29.9,0.0,1.4,77.5,13.5,23.52,4.3,6533.333333333333
780,2019-08-20,5888,21.9,31.8,0.0,1.3,77.8,13.4,18.99,3.0,5275.0
781,2019-08-21,4068,22.3,31.2,0.0,1.2,77.0,13.4,18.14,6.4,5038.888888888889
782,2019-08-22,4334,21.2,30.2,0.0,1.6,79.4,13.4,14.86,6.9,4127.777777777777
783,2019-08-23,5834,19.4,29.3,0.0,1.5,74.1,13.3,19.35,5.0,5375.0
784,2019-08-24,2710,18.1,27.1,0.0,1.0,85.5,13.3,9.99,7.5,2775.0
785,2019-08-25,5568,17.3,28.9,0.0,1.1,78.0,13.2,19.92,3.1,5533.333333333333
786,2019-08-26,5444,17.8,31.1,0.0,1.0,76.1,13.2,23.36,4.6,6488.888888888889
787,2019-08-27,2938,19.7,27.0,11.3,1.2,86.8,13.2,13.92,7.6,3866.6666666666665
788,2019-08-28,5088,21.7,29.0,0.2,1.5,83.8,13.1,20.41,6.4,5669.444444444444
789,2019-08-29,3164,18.8,26.7,4.6,1.9,92.0,13.1,9.63,7.1,2675.0
790,2019-08-30,4661,17.2,27.2,0.0,1.6,78.0,13.1,18.07,3.5,5019.444444444444
791,2019-08-31,5680,16.0,27.3,0.0,1.4,82.0,13.0,21.91,2.5,6086.111111111111
792,2019-09-01,3483,15.7,26.6,0.0,0.7,82.1,13.0,13.49,7.5,3747.222222222222
793,2019-09-02,3125,17.3,27.7,0.0,1.0,79.4,13.0,14.14,7.3,3927.777777777778
794,2019-09-03,1919,20.3,26.6,0.0,1.4,85.5,12.9,9.77,9.5,2713.8888888888887
795,2019-09-04,2609,21.8,29.1,12.9,2.2,90.3,12.9,10.77,8.5,2991.6666666666665
796,2019-09-05,994,21.7,28.0,71.0,0.8,96.0,12.8,4.84,9.4,1344.4444444444443
797,2019-09-06,1666,21.6,28.1,4.4,1.4,91.8,12.8,7.59,10.0,2108.3333333333335
798,2019-09-07,0,22.3,28.0,4.6,6.1,87.3,12.8,3.91,8.5,1086.111111111111
799,2019-09-08,0,22.5,26.8,0.0,1.2,90.1,12.7,8.7,9.8,2416.6666666666665
800,2019-09-09,56,21.9,26.5,20.7,1.5,94.4,12.7,7.26,9.9,2016.6666666666667
801,2019-09-10,1775,23.2,27.1,39.4,2.4,90.9,12.6,5.8,8.8,1611.111111111111
802,2019-09-11,1688,22.0,26.6,0.1,2.2,90.6,12.6,9.1,5.6,2527.777777777778
803,2019-09-12,1162,19.9,23.9,0.0,2.1,76.4,12.6,7.21,9.1,2002.7777777777778
804,2019-09-13,5420,17.2,29.0,0.0,1.2,74.5,12.5,21.2,3.9,5888.888888888889
805,2019-09-14,1374,19.2,24.8,0.1,1.2,93.9,12.5,5.43,8.6,1508.3333333333333
806,2019-09-15,3137,18.9,29.0,0.0,1.3,80.8,12.5,20.49,5.9,5691.666666666667
807,2019-09-16,5043,18.8,28.7,0.0,1.6,75.1,12.4,20.67,3.8,5741.666666666667
808,2019-09-17,5125,16.3,29.3,0.0,1.4,59.8,12.4,21.75,4.0,6041.666666666667
809,2019-09-18,5396,15.4,25.2,0.0,2.5,60.3,12.3,22.36,1.5,6211.111111111111
810,2019-09-19,4831,11.2,26.1,0.0,1.7,60.4,12.3,20.2,3.3,5611.111111111111
811,2019-09-20,2126,15.4,24.0,0.0,1.6,60.9,12.3,9.89,9.5,2747.222222222222
812,2019-09-21,859,15.5,22.3,13.8,2.1,77.6,12.2,4.06,9.9,1127.7777777777776
813,2019-09-22,961,15.2,18.7,14.1,3.9,85.9,12.2,2.98,9.0,827.7777777777778
814,2019-09-23,4823,12.9,23.9,0.0,2.1,67.0,12.2,20.32,1.9,5644.444444444444
815,2019-09-24,5050,11.1,25.3,0.0,0.8,78.1,12.1,18.56,1.1,5155.555555555556
816,2019-09-25,3846,11.5,25.5,0.0,0.8,81.0,12.1,14.76,6.9,4100.0
817,2019-09-26,3203,16.5,25.4,0.0,1.1,78.0,12.0,12.29,8.9,3413.8888888888887
818,2019-09-27,3129,17.1,27.7,0.0,1.3,75.6,12.0,12.53,8.5,3480.5555555555557
819,2019-09-28,3968,17.0,28.4,0.0,1.1,76.6,12.0,16.32,3.6,4533.333333333333
820,2019-09-29,4593,14.8,27.6,0.0,1.1,74.8,11.9,19.48,0.3,5411.111111111111
821,2019-09-30,3844,14.1,28.5,0.0,1.1,80.0,11.9,17.7,4.8,4916.666666666667
822,2019-10-01,2464,16.9,27.0,0.0,1.2,86.6,11.8,0.0,8.1,0.0
823,2019-10-02,530,20.4,22.4,41.1,2.7,92.1,11.8,2.09,10.0,580.5555555555555
824,2019-10-03,0,18.5,28.3,9.6,2.8,79.9,11.8,17.82,5.3,4950.0
825,2019-10-04,52,18.4,26.5,0.0,1.8,88.0,11.7,15.02,5.4,4172.222222222223
826,2019-10-05,2463,14.5,20.5,0.0,2.0,81.6,11.7,8.33,6.6,2313.8888888888887
827,2019-10-06,3627,13.5,23.0,0.0,1.6,75.5,11.6,13.87,7.5,3852.777777777778
828,2019-10-07,910,13.0,17.0,23.9,0.9,96.0,11.6,3.41,9.0,947.2222222222222
829,2019-10-08,4357,8.0,20.4,0.1,2.1,73.8,11.6,17.59,3.9,4886.111111111111
830,2019-10-09,4279,6.0,20.9,0.0,0.9,77.5,11.5,17.65,3.5,4902.777777777777
831,2019-10-10,1999,10.0,19.4,0.0,0.7,79.6,11.5,7.51,8.6,2086.1111111111113
832,2019-10-11,3787,12.2,23.5,0.0,1.6,72.8,11.5,15.94,3.3,4427.777777777777
833,2019-10-12,4133,13.3,24.0,0.0,2.7,59.4,11.4,17.28,0.8,4800.0
834,2019-10-13,3941,11.1,23.2,0.0,1.4,67.6,11.4,17.19,3.0,4775.0
835,2019-10-14,3287,6.9,18.2,0.0,2.2,69.1,11.3,13.77,2.1,3825.0
836,2019-10-15,3894,4.5,20.7,0.0,1.0,73.0,11.3,17.5,2.3,4861.111111111111
837,2019-10-16,2883,7.4,20.3,0.0,1.0,75.8,11.3,14.71,7.0,4086.1111111111113
838,2019-10-17,2516,10.1,20.4,0.0,1.0,74.0,11.2,11.43,6.0,3175.0
839,2019-10-18,3222,10.9,22.3,0.0,1.6,74.4,11.2,12.89,6.8,3580.5555555555557
840,2019-10-19,3660,10.6,22.7,0.0,1.1,79.8,11.2,14.24,2.0,3955.5555555555557
841,2019-10-20,3075,7.6,22.7,0.0,0.8,80.8,11.1,14.2,3.3,3944.4444444444443
842,2019-10-21,3252,9.9,23.2,0.0,1.3,76.5,11.1,15.33,3.0,4258.333333333333
843,2019-10-22,3362,10.1,23.4,0.0,1.0,70.4,11.0,15.22,3.0,4227.777777777777
844,2019-10-23,1741,13.5,20.5,0.0,1.6,67.9,11.0,7.21,9.0,2002.7777777777778
845,2019-10-24,2997,13.5,23.2,0.0,1.9,56.8,11.0,12.94,3.0,3594.4444444444443
846,2019-10-25,2802,12.5,22.3,0.0,2.3,62.3,10.9,12.53,7.1,3480.5555555555557
847,2019-10-26,2605,5.5,15.0,0.0,2.1,69.3,10.9,13.82,7.0,3838.8888888888887
848,2019-10-27,3377,3.7,18.0,0.0,0.9,74.3,10.9,14.75,3.5,4097.222222222223
849,2019-10-28,3036,4.3,17.9,0.0,2.4,73.8,10.8,12.73,4.6,3536.1111111111113
850,2019-10-29,2436,5.7,18.4,6.3,1.8,78.0,10.8,10.16,2.0,2822.222222222222
851,2019-10-30,3156,3.9,18.0,0.0,1.1,78.4,10.8,13.68,2.3,3800.0
852,2019-10-31,2872,5.8,20.1,0.0,1.5,86.1,10.7,11.89,3.6,3302.777777777778
853,2019-11-01,3285,6.7,19.6,0.0,1.1,70.6,10.7,14.23,3.9,3952.777777777778
854,2019-11-02,1781,5.1,19.5,0.0,0.7,79.3,10.7,7.97,7.9,2213.8888888888887
855,2019-11-03,2626,7.5,20.8,0.0,1.0,69.6,10.6,12.57,4.6,3491.6666666666665
856,2019-11-04,3035,7.4,20.2,0.0,1.5,70.3,10.6,13.49,1.4,3747.222222222222
857,2019-11-05,2770,5.7,18.8,0.0,1.0,80.1,10.6,11.68,3.8,3244.4444444444443
858,2019-11-06,2794,3.2,18.3,0.0,0.9,76.5,10.5,13.09,4.1,3636.1111111111113
859,2019-11-07,2927,2.5,14.6,0.0,1.7,65.0,10.5,13.51,2.6,3752.777777777778
860,2019-11-08,3082,-1.0,13.4,0.0,1.1,63.8,10.5,14.44,1.0,4011.1111111111113
861,2019-11-09,2906,0.5,16.8,0.0,0.9,67.5,10.4,13.47,1.6,3741.6666666666665
862,2019-11-10,1486,3.1,15.8,15.0,2.0,78.1,10.4,5.99,9.1,1663.888888888889
863,2019-11-11,2153,5.7,16.4,5.4,2.6,81.0,10.4,8.26,4.8,2294.4444444444443
864,2019-11-12,2251,3.0,17.1,0.0,0.8,82.6,10.3,10.58,3.3,2938.8888888888887
865,2019-11-13,366,4.2,12.9,13.9,2.5,84.3,10.3,1.96,9.3,544.4444444444445
866,2019-11-14,3001,-1.4,7.3,0.0,2.4,52.1,10.3,12.95,2.0,3597.222222222222
867,2019-11-15,1672,-1.2,17.7,13.2,3.4,77.1,10.2,7.72,5.6,2144.4444444444443
868,2019-11-16,1365,5.1,14.1,0.0,1.3,92.4,10.2,7.22,5.6,2005.5555555555557
869,2019-11-17,32,4.8,14.5,56.4,1.8,95.5,10.2,0.86,9.1,238.88888888888889
870,2019-11-18,1433,2.5,14.1,9.7,4.0,71.5,10.2,4.35,9.3,1208.3333333333333
871,2019-11-19,1650,-0.8,4.0,3.9,1.8,74.5,10.1,4.67,5.0,1297.2222222222222
872,2019-11-20,2799,-2.3,6.7,0.0,1.4,63.1,10.1,12.29,1.3,3413.8888888888887
873,2019-11-21,1707,-2.7,9.6,0.0,1.7,48.6,10.1,7.78,7.3,2161.1111111111113
874,2019-11-22,2513,2.2,17.0,0.0,1.3,54.3,10.1,11.74,4.0,3261.1111111111113
875,2019-11-23,1972,5.4,18.3,0.0,0.8,78.6,10.0,8.09,6.4,2247.222222222222
876,2019-11-24,1348,5.7,18.4,7.1,2.1,86.3,10.0,5.62,7.1,1561.111111111111
877,2019-11-25,1952,1.0,5.7,0.0,2.6,71.6,10.0,6.94,7.6,1927.7777777777778
878,2019-11-26,2492,0.1,13.6,0.0,1.4,70.9,10.0,11.26,4.8,3127.777777777778
879,2019-11-27,1954,1.1,8.2,0.0,2.2,59.3,9.9,8.0,6.3,2222.222222222222
880,2019-11-28,2471,-1.3,10.2,0.0,1.5,71.9,9.9,11.43,0.0,3175.0
881,2019-11-29,2578,-3.0,8.2,0.0,1.3,58.5,9.9,12.22,1.3,3394.4444444444443
882,2019-11-30,1965,-3.1,11.2,0.0,0.8,66.6,9.9,9.46,8.3,2627.777777777778
883,2019-12-01,467,3.8,7.6,3.8,0.7,89.5,9.9,2.08,9.6,577.7777777777778
884,2019-12-02,2016,-0.5,5.6,0.1,3.6,60.5,9.8,8.39,6.5,2330.5555555555557
885,2019-12-03,884,-3.5,4.0,11.7,0.9,96.3,9.8,2.91,6.1,808.3333333333334
886,2019-12-04,2239,0.5,9.8,0.1,1.3,75.4,9.8,9.21,3.5,2558.3333333333335
887,2019-12-05,2232,-5.1,3.3,0.0,3.4,51.5,9.8,9.6,2.4,2666.6666666666665
888,2019-12-06,2434,-8.3,1.3,0.0,1.5,58.4,9.8,11.47,0.1,3186.1111111111113
889,2019-12-07,764,-7.2,5.4,0.1,0.9,83.5,9.8,4.83,6.6,1341.6666666666667
890,2019-12-08,2253,-4.8,7.1,0.0,0.6,82.4,9.7,10.75,1.3,2986.1111111111113
891,2019-12-09,1771,-3.0,10.3,0.0,1.9,79.3,9.7,7.48,6.0,2077.777777777778
892,2019-12-10,1435,5.4,13.1,0.4,1.8,88.8,9.7,6.69,4.8,1858.3333333333333
893,2019-12-11,1050,3.9,10.7,0.0,3.6,67.4,9.7,6.03,7.1,1675.0
894,2019-12-12,2347,-4.0,5.0,0.0,2.1,59.3,9.7,10.33,1.1,2869.4444444444443
895,2019-12-13,1776,-5.6,7.3,1.7,1.2,62.9,9.7,8.26,4.9,2294.4444444444443
896,2019-12-14,2340,0.0,7.1,1.1,2.4,62.9,9.7,10.75,3.9,2986.1111111111113
897,2019-12-15,1949,-3.3,12.1,0.0,0.9,67.6,9.7,9.01,4.5,2502.777777777778
898,2019-12-16,1906,0.8,15.6,0.0,0.7,75.4,9.7,7.8,5.8,2166.6666666666665
899,2019-12-17,211,5.2,10.5,6.7,2.3,86.6,9.7,1.21,9.5,336.1111111111111
900,2019-12-18,2214,-1.4,5.2,0.0,2.1,68.5,9.7,9.64,6.6,2677.777777777778
901,2019-12-19,2313,-2.9,4.8,0.0,1.5,59.6,9.7,10.28,3.0,2855.5555555555557
902,2019-12-20,747,-5.2,3.8,0.8,1.4,76.6,9.7,7.62,5.0,2116.6666666666665
903,2019-12-21,1177,-6.1,5.1,0.0,1.3,76.9,9.7,5.62,6.7,1561.111111111111
904,2019-12-22,1810,-0.1,10.0,0.0,0.9,73.9,9.7,7.1,8.0,1972.2222222222222
905,2019-12-23,602,0.6,6.8,2.2,1.7,80.0,9.6,4.03,6.6,1119.4444444444446
906,2019-12-24,1839,-2.5,7.5,0.0,1.0,77.1,9.7,9.92,1.9,2755.5555555555557
907,2019-12-25,1633,-4.1,8.8,0.0,1.1,65.9,9.7,6.62,6.0,1838.888888888889
908,2019-12-26,620,1.2,5.0,2.5,2.8,72.0,9.7,2.38,8.8,661.1111111111111
909,2019-12-27,2322,-4.7,4.2,0.0,1.8,64.8,9.7,11.15,0.0,3097.222222222222
910,2019-12-28,2087,-5.2,7.9,0.0,0.9,75.4,9.7,10.09,1.0,2802.777777777778
911,2019-12-29,663,-2.0,6.9,5.7,0.7,80.3,9.7,2.67,9.3,741.6666666666666
912,2019-12-30,623,-2.3,8.6,0.4,2.9,81.9,9.7,2.81,7.1,780.5555555555555
913,2019-12-31,2249,-8.1,-2.3,0.1,3.3,62.9,9.7,11.05,4.0,3069.4444444444443
914,2020-01-01,461,-7.1,5.2,0.2,1.1,76.8,9.7,6.18,8.8,1716.6666666666667
915,2020-01-02,199,-3.2,5.6,0.0,0.8,83.0,9.7,2.84,8.4,788.8888888888889
916,2020-01-03,2071,-3.7,6.5,0.0,1.2,80.3,9.7,9.57,5.4,2658.3333333333335
917,2020-01-04,2055,-4.3,8.0,0.0,0.9,81.0,9.7,7.74,2.5,2150.0
918,2020-01-05,2179,-6.0,7.4,0.0,1.0,61.5,9.7,10.21,4.9,2836.1111111111113
919,2020-01-06,412,0.8,4.8,0.0,2.1,86.4,9.8,1.64,10.0,455.55555555555554
920,2020-01-07,28,4.8,13.1,42.2,2.7,98.0,9.8,0.64,9.8,177.77777777777777
921,2020-01-08,261,2.4,7.3,1.3,4.7,83.6,9.8,0.89,7.8,247.22222222222223
922,2020-01-09,1780,-3.7,4.3,0.0,1.9,72.6,9.8,9.74,3.8,2705.5555555555557
923,2020-01-10,2146,-4.5,5.1,0.0,0.8,81.1,9.8,9.71,6.4,2697.222222222222
924,2020-01-11,2178,-3.5,5.9,0.0,1.3,74.8,9.8,9.55,6.8,2652.777777777778
925,2020-01-12,2071,-1.4,4.6,0.0,2.6,64.3,9.9,9.75,7.0,2708.3333333333335
926,2020-01-13,2122,-3.2,2.0,0.0,2.4,61.3,9.9,8.72,5.9,2422.222222222222
927,2020-01-14,1899,-4.1,3.5,0.0,1.1,67.8,9.9,7.01,7.0,1947.2222222222222
928,2020-01-15,2512,-5.2,3.5,0.0,1.3,72.0,9.9,9.76,3.6,2711.1111111111113
929,2020-01-16,2323,-5.5,3.3,0.0,1.2,63.1,9.9,10.89,7.9,3025.0
930,2020-01-17,2226,-5.3,4.9,0.0,1.0,65.6,10.0,9.74,4.6,2705.5555555555557
931,2020-01-18,2610,-6.6,6.1,0.0,1.1,69.0,10.0,12.8,1.8,3555.5555555555557
932,2020-01-19,1396,-3.7,7.4,0.0,1.9,71.9,10.0,7.52,6.6,2088.8888888888887
933,2020-01-20,2014,-2.7,7.1,0.0,2.5,62.0,10.0,8.91,4.4,2475.0
934,2020-01-21,2500,-6.9,5.7,0.0,1.0,56.1,10.1,12.48,3.8,3466.6666666666665
935,2020-01-22,697,-0.9,4.1,1.4,1.4,71.6,10.1,2.52,9.3,700.0
936,2020-01-23,2407,0.8,9.9,0.0,2.1,68.1,10.1,11.07,4.9,3075.0
937,2020-01-24,2483,-1.3,7.6,0.0,1.6,74.0,10.1,11.65,6.0,3236.1111111111113
938,2020-01-25,1612,-0.8,8.1,0.0,1.3,78.9,10.2,6.96,8.1,1933.3333333333333
939,2020-01-26,2318,-0.6,11.1,0.0,1.9,64.8,10.2,9.87,7.8,2741.6666666666665
940,2020-01-27,522,3.4,7.6,0.9,3.1,66.0,10.2,2.26,9.9,627.7777777777778
941,2020-01-28,1692,3.5,10.9,0.0,1.8,66.6,10.2,7.78,8.3,2161.1111111111113
942,2020-01-29,2690,2.7,11.0,0.0,1.8,61.1,10.3,9.58,7.8,2661.1111111111113
943,2020-01-30,2768,-2.0,10.6,0.0,1.1,75.5,10.3,8.72,3.9,2422.222222222222
944,2020-01-31,2247,-3.6,7.3,0.0,1.3,79.5,10.3,10.27,3.4,2852.777777777778
945,2020-02-01,1629,-5.0,9.4,0.0,1.3,80.8,10.4,8.38,4.4,2327.777777777778
946,2020-02-02,2440,-5.7,7.4,0.0,1.1,72.3,10.4,10.28,4.8,2855.5555555555557
947,2020-02-03,2935,-6.0,3.7,0.0,2.3,60.4,10.4,12.07,3.0,3352.777777777778
948,2020-02-04,2761,-8.0,5.4,0.5,2.2,69.5,10.5,14.09,3.9,3913.8888888888887
949,2020-02-05,3247,-7.1,-1.7,0.0,3.3,49.6,10.5,15.22,0.3,4227.777777777777
950,2020-02-06,3059,-10.3,0.3,0.0,1.4,49.6,10.5,13.1,1.9,3638.8888888888887
951,2020-02-07,2156,-9.0,3.5,0.0,1.0,67.0,10.6,9.1,7.9,2527.777777777778
952,2020-02-08,3169,-1.8,4.4,0.0,2.5,58.8,10.6,13.83,3.1,3841.6666666666665
953,2020-02-09,3122,-7.8,6.2,0.0,1.3,67.6,10.6,15.07,2.3,4186.111111111111
954,2020-02-10,3389,-2.7,11.8,0.0,0.9,62.3,10.7,14.04,1.4,3900.0
955,2020-02-11,3234,-3.8,13.8,0.0,1.3,50.0,10.7,14.46,3.8,4016.6666666666665
956,2020-02-12,110,5.2,7.8,8.7,1.7,90.9,10.7,1.37,8.3,380.55555555555554
957,2020-02-13,1485,4.2,11.3,0.0,1.3,89.4,10.8,8.39,8.5,2330.5555555555557
958,2020-02-14,2683,3.9,15.4,0.0,1.5,79.5,10.8,13.49,4.3,3747.222222222222
959,2020-02-15,1929,1.4,16.4,0.9,1.5,77.0,10.8,7.17,7.8,1991.6666666666667
960,2020-02-16,743,-3.1,3.5,7.3,4.2,82.6,10.9,4.46,9.4,1238.888888888889
961,2020-02-17,1767,-4.9,-1.5,0.2,4.3,72.3,10.9,9.45,9.4,2625.0
962,2020-02-18,3819,-7.0,3.6,0.0,1.8,60.6,11.0,17.29,1.6,4802.777777777777
963,2020-02-19,2747,-5.1,8.5,0.0,0.8,76.4,11.0,14.34,6.6,3983.3333333333335
964,2020-02-20,3346,-1.4,11.8,0.0,0.8,80.8,11.0,13.0,4.0,3611.1111111111113
965,2020-02-21,2037,-0.4,13.2,3.5,1.6,79.0,11.1,8.93,8.9,2480.5555555555557
966,2020-02-22,3133,2.1,9.5,2.1,4.6,62.0,11.1,14.89,4.6,4136.111111111111
967,2020-02-23,4093,-4.1,8.1,0.0,1.5,62.6,11.1,18.1,0.8,5027.777777777777
968,2020-02-24,3608,-2.5,13.4,1.0,1.4,73.3,11.2,14.77,4.4,4102.777777777777
969,2020-02-25,643,5.1,7.9,40.8,3.1,90.1,11.2,1.92,8.3,533.3333333333334
970,2020-02-26,4014,0.4,11.6,0.0,2.2,74.5,11.3,17.0,1.1,4722.222222222223
971,2020-02-27,3460,-0.1,12.1,0.0,1.5,72.5,11.3,17.77,2.1,4936.111111111111
972,2020-02-28,936,1.5,7.8,7.3,0.8,93.1,11.3,3.95,9.5,1097.2222222222222
973,2020-02-29,1956,2.5,11.9,0.0,1.8,81.9,11.4,13.95,4.1,3875.0
974,2020-03-02,0,-0.1,6.8,0.0,3.1,60.8,11.4,18.87,2.3,5241.666666666667
975,2020-03-03,0,-1.0,11.2,0.0,1.5,74.0,11.5,12.51,8.0,3475.0
976,2020-03-11,5074,-1.5,8.9,0.0,3.6,49.8,11.8,21.28,0.4,5911.111111111111
977,2020-03-12,1431,-2.0,12.4,0.0,2.3,67.5,11.8,19.82,0.4,5505.555555555556
978,2020-03-13,4288,0.3,8.3,0.0,2.6,52.1,11.9,17.85,5.6,4958.333333333333
979,2020-03-14,4797,-4.6,9.5,0.0,2.7,61.1,11.9,20.57,1.8,5713.888888888889
980,2020-03-15,4562,-1.8,9.7,0.0,4.4,56.3,11.9,17.69,4.1,4913.888888888889
981,2020-03-16,5071,-3.3,9.2,0.0,2.4,56.1,12.0,21.64,0.3,6011.111111111111
982,2020-03-17,2348,1.8,13.1,0.0,2.9,82.1,12.0,9.68,7.3,2688.8888888888887
983,2020-03-18,4985,3.1,16.5,0.0,2.8,64.8,12.1,20.12,3.4,5588.888888888889
984,2020-03-19,0,6.4,11.3,0.0,6.5,61.6,12.1,18.06,3.1,5016.666666666667
985,2020-03-20,4908,-0.2,14.2,0.0,3.5,58.1,12.1,21.49,1.4,5969.444444444444
986,2020-03-21,4044,6.0,16.8,0.0,3.4,72.5,12.2,16.58,5.6,4605.555555555555
987,2020-03-22,5436,4.0,15.4,0.0,3.0,53.1,12.2,23.15,1.3,6430.555555555556
988,2020-03-23,5126,-0.2,16.4,0.0,1.8,59.9,12.3,21.73,0.4,6036.111111111111
989,2020-03-24,5100,0.4,18.0,0.0,1.4,60.4,12.3,21.43,0.9,5952.777777777777
990,2020-03-25,4869,0.9,20.1,0.0,1.7,57.3,12.3,20.95,3.6,5819.444444444444
991,2020-03-26,1879,6.4,18.8,2.4,1.2,74.9,12.4,5.97,8.8,1658.3333333333333
992,2020-03-27,4798,6.3,13.3,11.2,3.6,66.9,12.4,17.91,5.4,4975.0
993,2020-03-28,4618,1.4,10.7,0.0,3.4,37.6,12.5,17.7,5.4,4916.666666666667
994,2020-03-29,5379,-2.1,15.5,0.0,1.3,55.4,12.5,22.19,3.3,6163.888888888889
995,2020-03-30,5722,-0.7,16.3,0.0,1.3,51.1,12.5,24.36,1.5,6766.666666666667
996,2020-03-31,5176,-0.8,18.0,0.0,1.3,50.1,12.6,22.01,4.4,6113.888888888889
997,2020-04-01,4953,6.3,15.2,0.0,3.2,50.5,12.6,20.5,5.0,5694.444444444444
998,2020-04-02,4724,1.0,15.1,0.0,1.8,58.6,12.6,19.89,3.1,5525.0
999,2020-04-03,5739,0.9,16.8,0.0,2.0,66.3,12.7,24.15,2.5,6708.333333333333
1000,2020-04-04,5829,5.0,12.1,0.0,4.3,49.9,12.7,24.12,1.4,6700.0
1001,2020-04-05,5937,0.6,12.0,0.0,2.8,41.6,12.8,25.33,1.6,7036.111111111111
1002,2020-04-06,5672,-1.6,15.9,0.0,1.7,60.1,12.8,23.71,4.0,6586.111111111111
1003,2020-04-07,4944,2.5,16.6,0.0,2.0,71.6,12.9,20.95,3.1,5819.444444444444
1004,2020-04-08,6202,0.7,14.2,0.0,2.7,48.4,12.9,25.98,1.5,7216.666666666667
1005,2020-04-09,5721,0.3,13.4,0.0,2.3,57.9,12.9,23.34,4.8,6483.333333333333
1006,2020-04-10,5592,1.2,15.4,0.0,1.8,62.3,13.0,24.26,3.6,6738.888888888889
1007,2020-04-11,4231,1.2,14.0,0.0,1.4,71.3,13.0,16.67,6.1,4630.555555555556
1008,2020-04-12,4579,0.5,16.5,1.7,2.0,67.1,13.0,16.48,3.3,4577.777777777777
1009,2020-04-13,6206,4.3,16.5,0.0,2.5,42.5,13.1,25.24,5.1,7011.111111111111
1010,2020-04-14,6105,0.7,19.1,0.0,1.7,55.3,13.1,25.97,1.3,7213.888888888889
1011,2020-04-15,5408,2.3,20.7,0.0,1.2,46.3,13.2,22.6,5.9,6277.777777777777
1012,2020-04-16,5524,3.6,22.7,0.0,2.0,47.4,13.2,24.58,4.1,6827.777777777777
1013,2020-04-17,2573,9.4,17.1,0.6,3.4,76.5,13.2,10.88,7.1,3022.222222222222
1014,2020-04-18,6185,7.5,18.2,1.0,2.1,74.0,13.3,24.06,5.6,6683.333333333333
1015,2020-04-19,1119,7.0,15.2,17.2,1.4,86.6,13.3,4.16,9.8,1155.5555555555557
1016,2020-04-20,3065,6.1,14.0,0.2,3.0,80.6,13.3,11.52,5.5,3200.0
1017,2020-04-21,6443,4.3,11.2,0.0,4.6,52.9,13.4,24.18,5.6,6716.666666666667
